id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
972,"[1, 2, 3, 4, 5]","[71, 23, 71, 79, 18]",262,972,4,23
973,"[1, 2, 3, 4, 5]","[61, 13, 86, 12, 81]",253,973,4,23
974,"[1, 2, 3, 4, 5]","[78, 25, 55, 21, 75]",254,974,4,23
975,"[1, 2, 3, 4, 5]","[91, 50, 16, 46, 68]",271,975,4,23
976,"[1, 2, 3, 4, 5]","[73, 35, 52, 45, 12]",217,976,4,23
977,"[1, 2, 3, 4, 5]","[11, 33, 94, 25, 84]",247,977,4,23
978,"[1, 2, 3, 4, 5]","[61, 14, 34, 71, 27]",207,978,4,23
979,"[1, 2, 3, 4, 5]","[41, 20, 17, 57, 58]",193,979,4,23
980,"[1, 2, 3, 4, 5]","[51, 66, 52, 65, 80]",314,980,4,23
981,"[1, 2, 3, 4, 5]","[63, 83, 67, 31, 82]",326,981,4,24
982,"[1, 2, 3, 4, 5]","[52, 61, 52, 71, 99]",335,982,4,24
983,"[1, 2, 3, 4, 5]","[13, 35, 67, 62, 59]",236,983,4,24
984,"[1, 2, 3, 4, 5]","[51, 98, 84, 89, 54]",376,984,4,24
985,"[1, 2, 3, 4, 5]","[80, 26, 38, 13, 12]",169,985,4,24
986,"[1, 2, 3, 4, 5]","[75, 73, 27, 18, 34]",227,986,4,24
987,"[1, 2, 3, 4, 5]","[100, 85, 70, 24, 52]",331,987,4,24
988,"[1, 2, 3, 4, 5]","[97, 13, 31, 29, 93]",263,988,4,24
989,"[1, 2, 3, 4, 5]","[24, 79, 50, 63, 36]",252,989,4,24
990,"[1, 2, 3, 4, 5]","[16, 98, 55, 24, 49]",242,990,4,24
991,"[1, 2, 3, 4, 5]","[39, 52, 25, 100, 11]",227,991,4,25
992,"[1, 2, 3, 4, 5]","[56, 38, 83, 69, 34]",280,992,4,25
993,"[1, 2, 3, 4, 5]","[98, 70, 29, 79, 94]",370,993,4,25
994,"[1, 2, 3, 4, 5]","[22, 60, 77, 19, 22]",200,994,4,25
995,"[1, 2, 3, 4, 5]","[51, 75, 81, 21, 81]",309,995,4,25
996,"[1, 2, 3, 4, 5]","[46, 68, 15, 37, 79]",245,996,4,25
997,"[1, 2, 3, 4, 5]","[64, 87, 96, 35, 57]",339,997,4,25
998,"[1, 2, 3, 4, 5]","[81, 72, 10, 72, 56]",291,998,4,25
999,"[1, 2, 3, 4, 5]","[93, 88, 16, 11, 67]",275,999,4,25
1000,"[1, 2, 3, 4, 5]","[91, 62, 84, 71, 20]",328,1000,4,25
1001,"[1, 2, 3, 4, 5]","[42, 35, 78, 55, 63]",273,1001,5,1
1002,"[1, 2, 3, 4, 5]","[45, 90, 24, 51, 73]",283,1002,5,1
1003,"[1, 2, 3, 4, 5]","[68, 22, 54, 19, 79]",242,1003,5,1
1004,"[1, 2, 3, 4, 5]","[25, 51, 93, 62, 98]",329,1004,5,1
1005,"[1, 2, 3, 4, 5]","[25, 69, 60, 18, 70]",242,1005,5,1
1006,"[1, 2, 3, 4, 5]","[55, 94, 75, 14, 18]",256,1006,5,1
1007,"[1, 2, 3, 4, 5]","[32, 70, 28, 71, 69]",270,1007,5,1
1008,"[1, 2, 3, 4, 5]","[37, 69, 97, 99, 42]",344,1008,5,1
1009,"[1, 2, 3, 4, 5]","[47, 69, 10, 45, 64]",235,1009,5,1
1010,"[1, 2, 3, 4, 5]","[14, 42, 18, 26, 71]",171,1010,5,1
1011,"[1, 2, 3, 4, 5]","[34, 42, 78, 84, 28]",266,1011,5,2
1012,"[1, 2, 3, 4, 5]","[76, 61, 88, 26, 30]",281,1012,5,2
1013,"[1, 2, 3, 4, 5]","[52, 56, 60, 54, 75]",297,1013,5,2
1014,"[1, 2, 3, 4, 5]","[16, 25, 66, 51, 21]",179,1014,5,2
1015,"[1, 2, 3, 4, 5]","[19, 63, 60, 95, 59]",296,1015,5,2
1016,"[1, 2, 3, 4, 5]","[36, 78, 87, 45, 93]",339,1016,5,2
1017,"[1, 2, 3, 4, 5]","[75, 18, 41, 74, 19]",227,1017,5,2
1018,"[1, 2, 3, 4, 5]","[95, 47, 65, 100, 63]",370,1018,5,2
1019,"[1, 2, 3, 4, 5]","[92, 68, 81, 67, 42]",350,1019,5,2
1020,"[1, 2, 3, 4, 5]","[62, 45, 75, 74, 81]",337,1020,5,2
1021,"[1, 2, 3, 4, 5]","[94, 24, 73, 72, 98]",361,1021,5,3
1022,"[1, 2, 3, 4, 5]","[94, 23, 62, 89, 97]",365,1022,5,3
1023,"[1, 2, 3, 4, 5]","[53, 15, 35, 18, 34]",155,1023,5,3
1024,"[1, 2, 3, 4, 5]","[28, 16, 72, 65, 11]",192,1024,5,3
1025,"[1, 2, 3, 4, 5]","[12, 34, 75, 42, 24]",187,1025,5,3
1026,"[1, 2, 3, 4, 5]","[78, 61, 15, 60, 64]",278,1026,5,3
1027,"[1, 2, 3, 4, 5]","[13, 74, 88, 75, 66]",316,1027,5,3
1028,"[1, 2, 3, 4, 5]","[25, 50, 54, 45, 93]",267,1028,5,3
1029,"[1, 2, 3, 4, 5]","[50, 33, 37, 29, 27]",176,1029,5,3
1030,"[1, 2, 3, 4, 5]","[91, 58, 56, 16, 54]",275,1030,5,3
1031,"[1, 2, 3, 4, 5]","[54, 34, 52, 82, 43]",265,1031,5,4
1032,"[1, 2, 3, 4, 5]","[82, 81, 63, 55, 47]",328,1032,5,4
1033,"[1, 2, 3, 4, 5]","[25, 49, 62, 29, 20]",185,1033,5,4
1034,"[1, 2, 3, 4, 5]","[18, 19, 40, 85, 72]",234,1034,5,4
1035,"[1, 2, 3, 4, 5]","[93, 40, 95, 76, 11]",315,1035,5,4
1036,"[1, 2, 3, 4, 5]","[32, 79, 54, 72, 50]",287,1036,5,4
1037,"[1, 2, 3, 4, 5]","[44, 38, 60, 60, 21]",223,1037,5,4
1038,"[1, 2, 3, 4, 5]","[88, 63, 69, 20, 72]",312,1038,5,4
1039,"[1, 2, 3, 4, 5]","[62, 96, 19, 23, 34]",234,1039,5,4
1040,"[1, 2, 3, 4, 5]","[15, 89, 25, 11, 50]",190,1040,5,4
1041,"[1, 2, 3, 4, 5]","[98, 17, 18, 95, 25]",253,1041,5,5
1042,"[1, 2, 3, 4, 5]","[62, 42, 61, 36, 51]",252,1042,5,5
1043,"[1, 2, 3, 4, 5]","[25, 24, 86, 26, 27]",188,1043,5,5
1044,"[1, 2, 3, 4, 5]","[95, 99, 54, 96, 62]",406,1044,5,5
1045,"[1, 2, 3, 4, 5]","[51, 75, 73, 48, 50]",297,1045,5,5
1046,"[1, 2, 3, 4, 5]","[30, 37, 18, 18, 45]",148,1046,5,5
1047,"[1, 2, 3, 4, 5]","[20, 69, 87, 25, 73]",274,1047,5,5
1048,"[1, 2, 3, 4, 5]","[100, 40, 70, 70, 96]",376,1048,5,5
1049,"[1, 2, 3, 4, 5]","[94, 67, 85, 95, 40]",381,1049,5,5
1050,"[1, 2, 3, 4, 5]","[95, 23, 58, 28, 22]",226,1050,5,5
1051,"[1, 2, 3, 4, 5]","[99, 63, 84, 61, 79]",386,1051,5,6
1052,"[1, 2, 3, 4, 5]","[100, 92, 62, 28, 81]",363,1052,5,6
1053,"[1, 2, 3, 4, 5]","[44, 56, 92, 51, 39]",282,1053,5,6
1054,"[1, 2, 3, 4, 5]","[30, 36, 48, 31, 57]",202,1054,5,6
1055,"[1, 2, 3, 4, 5]","[67, 69, 99, 50, 64]",349,1055,5,6
1056,"[1, 2, 3, 4, 5]","[81, 50, 76, 13, 97]",317,1056,5,6
1057,"[1, 2, 3, 4, 5]","[100, 17, 83, 43, 61]",304,1057,5,6
1058,"[1, 2, 3, 4, 5]","[38, 10, 11, 24, 42]",125,1058,5,6
1059,"[1, 2, 3, 4, 5]","[88, 69, 93, 19, 86]",355,1059,5,6
1060,"[1, 2, 3, 4, 5]","[71, 51, 75, 90, 82]",369,1060,5,6
1061,"[1, 2, 3, 4, 5]","[51, 61, 47, 31, 73]",263,1061,5,7
1062,"[1, 2, 3, 4, 5]","[12, 87, 91, 89, 85]",364,1062,5,7
1063,"[1, 2, 3, 4, 5]","[27, 99, 89, 75, 33]",323,1063,5,7
1064,"[1, 2, 3, 4, 5]","[39, 35, 11, 99, 53]",237,1064,5,7
1065,"[1, 2, 3, 4, 5]","[60, 20, 17, 40, 83]",220,1065,5,7
1066,"[1, 2, 3, 4, 5]","[72, 97, 73, 81, 61]",384,1066,5,7
1067,"[1, 2, 3, 4, 5]","[95, 33, 36, 27, 27]",218,1067,5,7
1068,"[1, 2, 3, 4, 5]","[69, 89, 75, 77, 11]",321,1068,5,7
1069,"[1, 2, 3, 4, 5]","[94, 94, 63, 64, 37]",352,1069,5,7
1070,"[1, 2, 3, 4, 5]","[28, 54, 52, 77, 33]",244,1070,5,7
1071,"[1, 2, 3, 4, 5]","[79, 29, 96, 35, 30]",269,1071,5,8
1072,"[1, 2, 3, 4, 5]","[55, 30, 82, 95, 43]",305,1072,5,8
1073,"[1, 2, 3, 4, 5]","[85, 45, 88, 45, 37]",300,1073,5,8
1074,"[1, 2, 3, 4, 5]","[43, 73, 96, 57, 92]",361,1074,5,8
1075,"[1, 2, 3, 4, 5]","[65, 12, 47, 53, 52]",229,1075,5,8
1076,"[1, 2, 3, 4, 5]","[14, 55, 17, 27, 59]",172,1076,5,8
1077,"[1, 2, 3, 4, 5]","[36, 57, 65, 83, 13]",254,1077,5,8
1078,"[1, 2, 3, 4, 5]","[62, 98, 45, 53, 48]",306,1078,5,8
1079,"[1, 2, 3, 4, 5]","[81, 86, 26, 87, 89]",369,1079,5,8
1080,"[1, 2, 3, 4, 5]","[30, 60, 58, 86, 69]",303,1080,5,8
1081,"[1, 2, 3, 4, 5]","[83, 72, 38, 98, 61]",352,1081,5,9
1082,"[1, 2, 3, 4, 5]","[97, 20, 16, 96, 77]",306,1082,5,9
1083,"[1, 2, 3, 4, 5]","[15, 32, 59, 29, 13]",148,1083,5,9
1084,"[1, 2, 3, 4, 5]","[53, 50, 80, 95, 69]",347,1084,5,9
1085,"[1, 2, 3, 4, 5]","[32, 54, 30, 53, 35]",204,1085,5,9
1086,"[1, 2, 3, 4, 5]","[55, 70, 88, 18, 57]",288,1086,5,9
1087,"[1, 2, 3, 4, 5]","[83, 76, 92, 32, 92]",375,1087,5,9
1088,"[1, 2, 3, 4, 5]","[56, 52, 53, 26, 80]",267,1088,5,9
1089,"[1, 2, 3, 4, 5]","[92, 66, 56, 84, 41]",339,1089,5,9
1090,"[1, 2, 3, 4, 5]","[61, 39, 15, 94, 100]",309,1090,5,9
1091,"[1, 2, 3, 4, 5]","[25, 65, 11, 36, 63]",200,1091,5,10
1092,"[1, 2, 3, 4, 5]","[59, 87, 97, 95, 100]",438,1092,5,10
1093,"[1, 2, 3, 4, 5]","[30, 23, 59, 86, 28]",226,1093,5,10
1094,"[1, 2, 3, 4, 5]","[15, 74, 13, 85, 73]",260,1094,5,10
1095,"[1, 2, 3, 4, 5]","[41, 57, 62, 79, 39]",278,1095,5,10
1096,"[1, 2, 3, 4, 5]","[90, 26, 28, 79, 21]",244,1096,5,10
1097,"[1, 2, 3, 4, 5]","[78, 59, 84, 100, 75]",396,1097,5,10
1098,"[1, 2, 3, 4, 5]","[53, 85, 25, 46, 80]",289,1098,5,10
1099,"[1, 2, 3, 4, 5]","[11, 86, 95, 63, 75]",330,1099,5,10
1100,"[1, 2, 3, 4, 5]","[79, 96, 79, 95, 82]",431,1100,5,10
1101,"[1, 2, 3, 4, 5]","[27, 84, 83, 94, 13]",301,1101,5,11
1102,"[1, 2, 3, 4, 5]","[63, 36, 49, 11, 91]",250,1102,5,11
1103,"[1, 2, 3, 4, 5]","[12, 40, 26, 36, 45]",159,1103,5,11
1104,"[1, 2, 3, 4, 5]","[25, 47, 61, 99, 99]",331,1104,5,11
1105,"[1, 2, 3, 4, 5]","[22, 57, 82, 84, 75]",320,1105,5,11
1106,"[1, 2, 3, 4, 5]","[95, 24, 72, 86, 92]",369,1106,5,11
1107,"[1, 2, 3, 4, 5]","[84, 32, 78, 74, 60]",328,1107,5,11
1108,"[1, 2, 3, 4, 5]","[31, 15, 74, 36, 96]",252,1108,5,11
1109,"[1, 2, 3, 4, 5]","[100, 42, 21, 73, 60]",296,1109,5,11
1110,"[1, 2, 3, 4, 5]","[15, 57, 18, 18, 16]",124,1110,5,11
1111,"[1, 2, 3, 4, 5]","[59, 74, 37, 81, 90]",341,1111,5,12
1112,"[1, 2, 3, 4, 5]","[51, 90, 23, 26, 43]",233,1112,5,12
1113,"[1, 2, 3, 4, 5]","[36, 94, 51, 70, 58]",309,1113,5,12
1114,"[1, 2, 3, 4, 5]","[81, 22, 99, 93, 36]",331,1114,5,12
1115,"[1, 2, 3, 4, 5]","[80, 90, 96, 23, 30]",319,1115,5,12
1116,"[1, 2, 3, 4, 5]","[70, 67, 48, 90, 58]",333,1116,5,12
1117,"[1, 2, 3, 4, 5]","[25, 26, 86, 88, 61]",286,1117,5,12
1118,"[1, 2, 3, 4, 5]","[19, 67, 10, 86, 85]",267,1118,5,12
1119,"[1, 2, 3, 4, 5]","[78, 27, 64, 73, 44]",286,1119,5,12
1120,"[1, 2, 3, 4, 5]","[83, 92, 45, 41, 36]",297,1120,5,12
1121,"[1, 2, 3, 4, 5]","[58, 33, 63, 89, 46]",289,1121,5,13
1122,"[1, 2, 3, 4, 5]","[26, 88, 47, 73, 76]",310,1122,5,13
1123,"[1, 2, 3, 4, 5]","[45, 43, 50, 35, 38]",211,1123,5,13
1124,"[1, 2, 3, 4, 5]","[69, 66, 37, 57, 99]",328,1124,5,13
1125,"[1, 2, 3, 4, 5]","[50, 24, 55, 41, 49]",219,1125,5,13
1126,"[1, 2, 3, 4, 5]","[12, 78, 35, 22, 50]",197,1126,5,13
1127,"[1, 2, 3, 4, 5]","[13, 86, 100, 53, 18]",270,1127,5,13
1128,"[1, 2, 3, 4, 5]","[16, 58, 54, 58, 95]",281,1128,5,13
1129,"[1, 2, 3, 4, 5]","[53, 83, 83, 14, 53]",286,1129,5,13
1130,"[1, 2, 3, 4, 5]","[78, 13, 70, 22, 81]",264,1130,5,13
1131,"[1, 2, 3, 4, 5]","[85, 81, 51, 20, 38]",275,1131,5,14
1132,"[1, 2, 3, 4, 5]","[99, 58, 82, 30, 85]",354,1132,5,14
1133,"[1, 2, 3, 4, 5]","[97, 98, 91, 94, 52]",432,1133,5,14
1134,"[1, 2, 3, 4, 5]","[83, 46, 23, 96, 33]",281,1134,5,14
1135,"[1, 2, 3, 4, 5]","[66, 83, 80, 36, 53]",318,1135,5,14
1136,"[1, 2, 3, 4, 5]","[62, 50, 80, 18, 54]",264,1136,5,14
1137,"[1, 2, 3, 4, 5]","[71, 91, 10, 38, 82]",292,1137,5,14
1138,"[1, 2, 3, 4, 5]","[54, 60, 43, 77, 53]",287,1138,5,14
1139,"[1, 2, 3, 4, 5]","[60, 56, 38, 35, 58]",247,1139,5,14
1140,"[1, 2, 3, 4, 5]","[80, 59, 72, 42, 14]",267,1140,5,14
1141,"[1, 2, 3, 4, 5]","[90, 77, 90, 72, 84]",413,1141,5,15
1142,"[1, 2, 3, 4, 5]","[83, 70, 72, 92, 60]",377,1142,5,15
1143,"[1, 2, 3, 4, 5]","[69, 59, 17, 35, 86]",266,1143,5,15
1144,"[1, 2, 3, 4, 5]","[88, 95, 34, 92, 98]",407,1144,5,15
1145,"[1, 2, 3, 4, 5]","[34, 84, 99, 58, 51]",326,1145,5,15
1146,"[1, 2, 3, 4, 5]","[30, 41, 96, 26, 20]",213,1146,5,15
1147,"[1, 2, 3, 4, 5]","[93, 19, 65, 98, 75]",350,1147,5,15
1148,"[1, 2, 3, 4, 5]","[57, 33, 11, 56, 98]",255,1148,5,15
1149,"[1, 2, 3, 4, 5]","[74, 68, 82, 20, 36]",280,1149,5,15
1150,"[1, 2, 3, 4, 5]","[38, 70, 90, 74, 80]",352,1150,5,15
1151,"[1, 2, 3, 4, 5]","[28, 70, 49, 58, 12]",217,1151,5,16
1152,"[1, 2, 3, 4, 5]","[25, 97, 21, 18, 43]",204,1152,5,16
1153,"[1, 2, 3, 4, 5]","[84, 23, 32, 18, 42]",199,1153,5,16
1154,"[1, 2, 3, 4, 5]","[17, 18, 12, 82, 57]",186,1154,5,16
1155,"[1, 2, 3, 4, 5]","[50, 97, 41, 58, 14]",260,1155,5,16
1156,"[1, 2, 3, 4, 5]","[82, 72, 56, 29, 28]",267,1156,5,16
1157,"[1, 2, 3, 4, 5]","[38, 56, 86, 73, 17]",270,1157,5,16
1158,"[1, 2, 3, 4, 5]","[28, 44, 99, 54, 74]",299,1158,5,16
1159,"[1, 2, 3, 4, 5]","[76, 99, 67, 19, 14]",275,1159,5,16
1160,"[1, 2, 3, 4, 5]","[39, 77, 77, 93, 89]",375,1160,5,16
1161,"[1, 2, 3, 4, 5]","[41, 95, 39, 90, 19]",284,1161,5,17
1162,"[1, 2, 3, 4, 5]","[52, 39, 89, 87, 95]",362,1162,5,17
1163,"[1, 2, 3, 4, 5]","[25, 70, 63, 37, 19]",214,1163,5,17
1164,"[1, 2, 3, 4, 5]","[70, 44, 84, 61, 18]",277,1164,5,17
1165,"[1, 2, 3, 4, 5]","[20, 15, 65, 13, 99]",212,1165,5,17
1166,"[1, 2, 3, 4, 5]","[44, 62, 57, 97, 71]",331,1166,5,17
1167,"[1, 2, 3, 4, 5]","[82, 82, 67, 14, 62]",307,1167,5,17
1168,"[1, 2, 3, 4, 5]","[45, 76, 77, 64, 84]",346,1168,5,17
1169,"[1, 2, 3, 4, 5]","[39, 20, 39, 96, 57]",251,1169,5,17
1170,"[1, 2, 3, 4, 5]","[31, 46, 85, 89, 41]",292,1170,5,17
1171,"[1, 2, 3, 4, 5]","[91, 54, 53, 90, 43]",331,1171,5,18
1172,"[1, 2, 3, 4, 5]","[37, 65, 47, 69, 17]",235,1172,5,18
1173,"[1, 2, 3, 4, 5]","[93, 34, 63, 97, 71]",358,1173,5,18
1174,"[1, 2, 3, 4, 5]","[39, 51, 50, 81, 86]",307,1174,5,18
1175,"[1, 2, 3, 4, 5]","[66, 100, 89, 36, 17]",308,1175,5,18
1176,"[1, 2, 3, 4, 5]","[80, 61, 12, 91, 85]",329,1176,5,18
1177,"[1, 2, 3, 4, 5]","[55, 85, 16, 82, 44]",282,1177,5,18
1178,"[1, 2, 3, 4, 5]","[61, 78, 100, 83, 95]",417,1178,5,18
1179,"[1, 2, 3, 4, 5]","[14, 28, 33, 49, 27]",151,1179,5,18
1180,"[1, 2, 3, 4, 5]","[15, 98, 34, 98, 54]",299,1180,5,18
1181,"[1, 2, 3, 4, 5]","[68, 79, 88, 35, 54]",324,1181,5,19
1182,"[1, 2, 3, 4, 5]","[11, 55, 16, 20, 89]",191,1182,5,19
1183,"[1, 2, 3, 4, 5]","[56, 12, 61, 94, 33]",256,1183,5,19
1184,"[1, 2, 3, 4, 5]","[21, 71, 87, 26, 77]",282,1184,5,19
1185,"[1, 2, 3, 4, 5]","[19, 92, 44, 33, 18]",206,1185,5,19
1186,"[1, 2, 3, 4, 5]","[65, 81, 95, 75, 77]",393,1186,5,19
1187,"[1, 2, 3, 4, 5]","[84, 49, 80, 28, 33]",274,1187,5,19
1188,"[1, 2, 3, 4, 5]","[59, 60, 43, 44, 46]",252,1188,5,19
1189,"[1, 2, 3, 4, 5]","[54, 67, 16, 33, 22]",192,1189,5,19
1190,"[1, 2, 3, 4, 5]","[68, 56, 30, 39, 66]",259,1190,5,19
1191,"[1, 2, 3, 4, 5]","[18, 57, 69, 94, 65]",303,1191,5,20
1192,"[1, 2, 3, 4, 5]","[89, 48, 13, 35, 49]",234,1192,5,20
1193,"[1, 2, 3, 4, 5]","[35, 53, 87, 80, 99]",354,1193,5,20
1194,"[1, 2, 3, 4, 5]","[72, 74, 77, 59, 19]",301,1194,5,20
1195,"[1, 2, 3, 4, 5]","[53, 91, 73, 20, 40]",277,1195,5,20
1196,"[1, 2, 3, 4, 5]","[90, 75, 43, 25, 49]",282,1196,5,20
1197,"[1, 2, 3, 4, 5]","[95, 91, 84, 96, 49]",415,1197,5,20
1198,"[1, 2, 3, 4, 5]","[48, 95, 55, 76, 22]",296,1198,5,20
1199,"[1, 2, 3, 4, 5]","[85, 44, 94, 16, 48]",287,1199,5,20
1200,"[1, 2, 3, 4, 5]","[47, 69, 65, 87, 76]",344,1200,5,20
1201,"[1, 2, 3, 4, 5]","[36, 51, 55, 53, 73]",268,1201,5,21
1202,"[1, 2, 3, 4, 5]","[61, 25, 89, 75, 46]",296,1202,5,21
1203,"[1, 2, 3, 4, 5]","[86, 88, 17, 76, 88]",355,1203,5,21
1204,"[1, 2, 3, 4, 5]","[26, 38, 47, 76, 22]",209,1204,5,21
1205,"[1, 2, 3, 4, 5]","[34, 14, 56, 11, 22]",137,1205,5,21
1206,"[1, 2, 3, 4, 5]","[39, 46, 83, 18, 79]",265,1206,5,21
1207,"[1, 2, 3, 4, 5]","[91, 63, 69, 47, 97]",367,1207,5,21
1208,"[1, 2, 3, 4, 5]","[91, 12, 36, 97, 99]",335,1208,5,21
1209,"[1, 2, 3, 4, 5]","[58, 90, 47, 75, 22]",292,1209,5,21
1210,"[1, 2, 3, 4, 5]","[66, 63, 96, 26, 71]",322,1210,5,21
1211,"[1, 2, 3, 4, 5]","[32, 75, 90, 60, 44]",301,1211,5,22
1212,"[1, 2, 3, 4, 5]","[73, 54, 82, 52, 14]",275,1212,5,22
1213,"[1, 2, 3, 4, 5]","[94, 68, 13, 89, 94]",358,1213,5,22
1214,"[1, 2, 3, 4, 5]","[47, 58, 93, 10, 54]",262,1214,5,22
1215,"[1, 2, 3, 4, 5]","[34, 86, 24, 24, 28]",196,1215,5,22
1216,"[1, 2, 3, 4, 5]","[50, 42, 86, 41, 90]",309,1216,5,22
1217,"[1, 2, 3, 4, 5]","[46, 13, 95, 78, 41]",273,1217,5,22
1218,"[1, 2, 3, 4, 5]","[51, 73, 70, 94, 67]",355,1218,5,22
1219,"[1, 2, 3, 4, 5]","[49, 88, 95, 95, 90]",417,1219,5,22
1220,"[1, 2, 3, 4, 5]","[49, 95, 46, 91, 97]",378,1220,5,22
1221,"[1, 2, 3, 4, 5]","[84, 93, 14, 48, 84]",323,1221,5,23
1222,"[1, 2, 3, 4, 5]","[36, 75, 72, 50, 75]",308,1222,5,23
1223,"[1, 2, 3, 4, 5]","[73, 51, 89, 60, 57]",330,1223,5,23
1224,"[1, 2, 3, 4, 5]","[57, 86, 12, 80, 85]",320,1224,5,23
1225,"[1, 2, 3, 4, 5]","[28, 15, 30, 77, 82]",232,1225,5,23
1226,"[1, 2, 3, 4, 5]","[56, 34, 56, 48, 65]",259,1226,5,23
1227,"[1, 2, 3, 4, 5]","[88, 68, 47, 92, 13]",308,1227,5,23
1228,"[1, 2, 3, 4, 5]","[24, 40, 88, 17, 15]",184,1228,5,23
1229,"[1, 2, 3, 4, 5]","[43, 96, 19, 33, 84]",275,1229,5,23
1230,"[1, 2, 3, 4, 5]","[71, 46, 48, 50, 66]",281,1230,5,23
1231,"[1, 2, 3, 4, 5]","[62, 80, 35, 63, 88]",328,1231,5,24
1232,"[1, 2, 3, 4, 5]","[93, 64, 50, 87, 98]",392,1232,5,24
1233,"[1, 2, 3, 4, 5]","[49, 20, 14, 95, 96]",274,1233,5,24
1234,"[1, 2, 3, 4, 5]","[64, 24, 71, 13, 12]",184,1234,5,24
1235,"[1, 2, 3, 4, 5]","[49, 38, 21, 28, 77]",213,1235,5,24
1236,"[1, 2, 3, 4, 5]","[76, 84, 69, 38, 37]",304,1236,5,24
1237,"[1, 2, 3, 4, 5]","[75, 16, 14, 89, 83]",277,1237,5,24
1238,"[1, 2, 3, 4, 5]","[58, 53, 79, 93, 15]",298,1238,5,24
1239,"[1, 2, 3, 4, 5]","[13, 67, 59, 94, 93]",326,1239,5,24
1240,"[1, 2, 3, 4, 5]","[36, 94, 11, 38, 21]",200,1240,5,24
1241,"[1, 2, 3, 4, 5]","[28, 22, 100, 81, 92]",323,1241,5,25
1242,"[1, 2, 3, 4, 5]","[33, 19, 30, 57, 58]",197,1242,5,25
1243,"[1, 2, 3, 4, 5]","[77, 20, 31, 75, 56]",259,1243,5,25
1244,"[1, 2, 3, 4, 5]","[50, 67, 48, 100, 50]",315,1244,5,25
1245,"[1, 2, 3, 4, 5]","[17, 19, 48, 80, 47]",211,1245,5,25
1246,"[1, 2, 3, 4, 5]","[72, 66, 94, 20, 53]",305,1246,5,25
1247,"[1, 2, 3, 4, 5]","[18, 56, 35, 60, 62]",231,1247,5,25
1248,"[1, 2, 3, 4, 5]","[27, 16, 37, 89, 51]",220,1248,5,25
1249,"[1, 2, 3, 4, 5]","[69, 13, 13, 33, 69]",197,1249,5,25
1250,"[1, 2, 3, 4, 5]","[59, 95, 87, 58, 41]",340,1250,5,25
1251,"[1, 2, 3, 4, 5]","[49, 73, 84, 16, 20]",242,1251,6,1
1252,"[1, 2, 3, 4, 5]","[85, 16, 29, 74, 24]",228,1252,6,1
1253,"[1, 2, 3, 4, 5]","[15, 69, 54, 68, 36]",242,1253,6,1
1254,"[1, 2, 3, 4, 5]","[26, 90, 18, 82, 52]",268,1254,6,1
1255,"[1, 2, 3, 4, 5]","[28, 12, 45, 45, 62]",192,1255,6,1
1256,"[1, 2, 3, 4, 5]","[58, 23, 12, 97, 70]",260,1256,6,1
1257,"[1, 2, 3, 4, 5]","[20, 29, 98, 97, 82]",326,1257,6,1
1258,"[1, 2, 3, 4, 5]","[65, 36, 41, 93, 57]",292,1258,6,1
1259,"[1, 2, 3, 4, 5]","[98, 83, 74, 71, 51]",377,1259,6,1
1260,"[1, 2, 3, 4, 5]","[89, 68, 98, 95, 50]",400,1260,6,1
1261,"[1, 2, 3, 4, 5]","[53, 72, 12, 91, 60]",288,1261,6,2
1262,"[1, 2, 3, 4, 5]","[47, 93, 33, 17, 75]",265,1262,6,2
1263,"[1, 2, 3, 4, 5]","[97, 97, 50, 68, 74]",386,1263,6,2
1264,"[1, 2, 3, 4, 5]","[77, 43, 100, 52, 65]",337,1264,6,2
1265,"[1, 2, 3, 4, 5]","[15, 39, 90, 18, 54]",216,1265,6,2
1266,"[1, 2, 3, 4, 5]","[59, 36, 72, 58, 29]",254,1266,6,2
1267,"[1, 2, 3, 4, 5]","[58, 56, 68, 10, 91]",283,1267,6,2
1268,"[1, 2, 3, 4, 5]","[81, 62, 51, 73, 55]",322,1268,6,2
1269,"[1, 2, 3, 4, 5]","[58, 76, 55, 12, 43]",244,1269,6,2
1270,"[1, 2, 3, 4, 5]","[84, 79, 100, 40, 86]",389,1270,6,2
1271,"[1, 2, 3, 4, 5]","[17, 33, 91, 67, 74]",282,1271,6,3
1272,"[1, 2, 3, 4, 5]","[87, 61, 74, 33, 84]",339,1272,6,3
1273,"[1, 2, 3, 4, 5]","[26, 41, 71, 23, 59]",220,1273,6,3
1274,"[1, 2, 3, 4, 5]","[28, 52, 72, 75, 70]",297,1274,6,3
1275,"[1, 2, 3, 4, 5]","[96, 38, 56, 62, 14]",266,1275,6,3
1276,"[1, 2, 3, 4, 5]","[21, 92, 51, 92, 30]",286,1276,6,3
1277,"[1, 2, 3, 4, 5]","[92, 34, 61, 96, 90]",373,1277,6,3
1278,"[1, 2, 3, 4, 5]","[79, 53, 24, 56, 54]",266,1278,6,3
1279,"[1, 2, 3, 4, 5]","[74, 30, 17, 23, 72]",216,1279,6,3
1280,"[1, 2, 3, 4, 5]","[73, 74, 56, 40, 34]",277,1280,6,3
1281,"[1, 2, 3, 4, 5]","[41, 52, 81, 20, 59]",253,1281,6,4
1282,"[1, 2, 3, 4, 5]","[83, 57, 23, 86, 33]",282,1282,6,4
