id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
972,"[1, 2, 3, 4, 5]","[50, 37, 93, 48, 23]",251,972,5,2
973,"[1, 2, 3, 4, 5]","[73, 67, 88, 82, 22]",332,973,5,2
974,"[1, 2, 3, 4, 5]","[69, 38, 33, 13, 93]",246,974,5,2
975,"[1, 2, 3, 4, 5]","[72, 31, 82, 60, 81]",326,975,5,2
976,"[1, 2, 3, 4, 5]","[69, 80, 39, 82, 78]",348,976,5,2
977,"[1, 2, 3, 4, 5]","[55, 46, 69, 100, 30]",300,977,5,2
978,"[1, 2, 3, 4, 5]","[85, 34, 47, 94, 75]",335,978,5,2
979,"[1, 2, 3, 4, 5]","[64, 26, 21, 12, 100]",223,979,5,2
980,"[1, 2, 3, 4, 5]","[52, 54, 23, 63, 29]",221,980,5,2
981,"[1, 2, 3, 4, 5]","[97, 88, 94, 75, 64]",418,981,5,3
982,"[1, 2, 3, 4, 5]","[13, 94, 21, 69, 63]",260,982,5,3
983,"[1, 2, 3, 4, 5]","[95, 19, 31, 23, 95]",263,983,5,3
984,"[1, 2, 3, 4, 5]","[13, 40, 16, 23, 14]",106,984,5,3
985,"[1, 2, 3, 4, 5]","[31, 84, 33, 83, 20]",251,985,5,3
986,"[1, 2, 3, 4, 5]","[91, 29, 40, 96, 69]",325,986,5,3
987,"[1, 2, 3, 4, 5]","[93, 40, 100, 96, 34]",363,987,5,3
988,"[1, 2, 3, 4, 5]","[54, 71, 25, 90, 58]",298,988,5,3
989,"[1, 2, 3, 4, 5]","[27, 30, 14, 15, 54]",140,989,5,3
990,"[1, 2, 3, 4, 5]","[32, 55, 78, 77, 36]",278,990,5,3
991,"[1, 2, 3, 4, 5]","[28, 10, 31, 16, 27]",112,991,5,4
992,"[1, 2, 3, 4, 5]","[67, 75, 70, 95, 39]",346,992,5,4
993,"[1, 2, 3, 4, 5]","[50, 57, 60, 89, 82]",338,993,5,4
994,"[1, 2, 3, 4, 5]","[58, 57, 19, 57, 85]",276,994,5,4
995,"[1, 2, 3, 4, 5]","[97, 85, 66, 91, 22]",361,995,5,4
996,"[1, 2, 3, 4, 5]","[44, 53, 31, 13, 11]",152,996,5,4
997,"[1, 2, 3, 4, 5]","[35, 42, 88, 53, 63]",281,997,5,4
998,"[1, 2, 3, 4, 5]","[82, 63, 99, 46, 43]",333,998,5,4
999,"[1, 2, 3, 4, 5]","[94, 13, 42, 14, 15]",178,999,5,4
1000,"[1, 2, 3, 4, 5]","[50, 20, 22, 23, 22]",137,1000,5,4
1001,"[1, 2, 3, 4, 5]","[79, 14, 38, 50, 93]",274,1001,5,5
1002,"[1, 2, 3, 4, 5]","[76, 14, 18, 97, 66]",271,1002,5,5
1003,"[1, 2, 3, 4, 5]","[13, 30, 97, 62, 70]",272,1003,5,5
1004,"[1, 2, 3, 4, 5]","[69, 40, 67, 58, 10]",244,1004,5,5
1005,"[1, 2, 3, 4, 5]","[90, 94, 89, 55, 87]",415,1005,5,5
1006,"[1, 2, 3, 4, 5]","[40, 98, 37, 83, 83]",341,1006,5,5
1007,"[1, 2, 3, 4, 5]","[95, 39, 74, 72, 70]",350,1007,5,5
1008,"[1, 2, 3, 4, 5]","[16, 58, 67, 24, 75]",240,1008,5,5
1009,"[1, 2, 3, 4, 5]","[56, 52, 16, 32, 95]",251,1009,5,5
1010,"[1, 2, 3, 4, 5]","[29, 90, 33, 71, 33]",256,1010,5,5
1011,"[1, 2, 3, 4, 5]","[41, 41, 19, 67, 43]",211,1011,5,6
1012,"[1, 2, 3, 4, 5]","[50, 30, 51, 68, 88]",287,1012,5,6
1013,"[1, 2, 3, 4, 5]","[83, 91, 61, 42, 13]",290,1013,5,6
1014,"[1, 2, 3, 4, 5]","[90, 50, 19, 88, 12]",259,1014,5,6
1015,"[1, 2, 3, 4, 5]","[61, 36, 71, 17, 83]",268,1015,5,6
1016,"[1, 2, 3, 4, 5]","[22, 76, 87, 25, 74]",284,1016,5,6
1017,"[1, 2, 3, 4, 5]","[49, 57, 94, 80, 35]",315,1017,5,6
1018,"[1, 2, 3, 4, 5]","[75, 35, 33, 84, 91]",318,1018,5,6
1019,"[1, 2, 3, 4, 5]","[12, 26, 25, 24, 31]",118,1019,5,6
1020,"[1, 2, 3, 4, 5]","[77, 40, 47, 53, 17]",234,1020,5,6
1021,"[1, 2, 3, 4, 5]","[36, 24, 37, 99, 56]",252,1021,5,7
1022,"[1, 2, 3, 4, 5]","[29, 38, 64, 74, 97]",302,1022,5,7
1023,"[1, 2, 3, 4, 5]","[22, 12, 31, 48, 60]",173,1023,5,7
1024,"[1, 2, 3, 4, 5]","[64, 44, 11, 16, 25]",160,1024,5,7
1025,"[1, 2, 3, 4, 5]","[61, 85, 59, 60, 46]",311,1025,5,7
1026,"[1, 2, 3, 4, 5]","[41, 88, 73, 12, 93]",307,1026,5,7
1027,"[1, 2, 3, 4, 5]","[26, 39, 93, 66, 65]",289,1027,5,7
1028,"[1, 2, 3, 4, 5]","[25, 92, 13, 35, 49]",214,1028,5,7
1029,"[1, 2, 3, 4, 5]","[72, 73, 81, 85, 21]",332,1029,5,7
1030,"[1, 2, 3, 4, 5]","[84, 19, 74, 76, 91]",344,1030,5,7
1031,"[1, 2, 3, 4, 5]","[100, 62, 63, 66, 46]",337,1031,5,9
1032,"[1, 2, 3, 4, 5]","[100, 23, 54, 76, 100]",353,1032,5,9
1033,"[1, 2, 3, 4, 5]","[89, 36, 53, 42, 82]",302,1033,5,9
1034,"[1, 2, 3, 4, 5]","[46, 11, 34, 18, 11]",120,1034,5,9
1035,"[1, 2, 3, 4, 5]","[46, 12, 96, 70, 61]",285,1035,5,9
1036,"[1, 2, 3, 4, 5]","[40, 13, 46, 91, 47]",237,1036,5,9
1037,"[1, 2, 3, 4, 5]","[61, 90, 16, 27, 67]",261,1037,5,9
1038,"[1, 2, 3, 4, 5]","[27, 73, 28, 95, 11]",234,1038,5,9
1039,"[1, 2, 3, 4, 5]","[71, 51, 68, 87, 54]",331,1039,5,9
1040,"[1, 2, 3, 4, 5]","[44, 99, 38, 88, 43]",312,1040,5,9
1041,"[1, 2, 3, 4, 5]","[44, 44, 19, 20, 51]",178,1041,5,10
1042,"[1, 2, 3, 4, 5]","[81, 19, 94, 61, 95]",350,1042,5,10
1043,"[1, 2, 3, 4, 5]","[50, 60, 36, 88, 42]",276,1043,5,10
1044,"[1, 2, 3, 4, 5]","[98, 78, 68, 99, 62]",405,1044,5,10
1045,"[1, 2, 3, 4, 5]","[46, 82, 16, 32, 41]",217,1045,5,10
1046,"[1, 2, 3, 4, 5]","[11, 49, 92, 33, 84]",269,1046,5,10
1047,"[1, 2, 3, 4, 5]","[25, 46, 44, 44, 80]",239,1047,5,10
1048,"[1, 2, 3, 4, 5]","[29, 69, 15, 83, 43]",239,1048,5,10
1049,"[1, 2, 3, 4, 5]","[44, 64, 66, 26, 44]",244,1049,5,10
1050,"[1, 2, 3, 4, 5]","[35, 80, 91, 67, 44]",317,1050,5,10
1051,"[1, 2, 3, 4, 5]","[66, 57, 50, 11, 73]",257,1051,5,11
1052,"[1, 2, 3, 4, 5]","[67, 76, 59, 51, 70]",323,1052,5,11
1053,"[1, 2, 3, 4, 5]","[51, 63, 47, 99, 43]",303,1053,5,11
1054,"[1, 2, 3, 4, 5]","[93, 27, 74, 11, 17]",222,1054,5,11
1055,"[1, 2, 3, 4, 5]","[27, 46, 26, 66, 62]",227,1055,5,11
1056,"[1, 2, 3, 4, 5]","[93, 43, 42, 74, 46]",298,1056,5,11
1057,"[1, 2, 3, 4, 5]","[83, 23, 80, 31, 63]",280,1057,5,11
1058,"[1, 2, 3, 4, 5]","[80, 59, 51, 82, 88]",360,1058,5,11
1059,"[1, 2, 3, 4, 5]","[90, 76, 84, 34, 70]",354,1059,5,11
1060,"[1, 2, 3, 4, 5]","[39, 70, 76, 20, 59]",264,1060,5,11
1061,"[1, 2, 3, 4, 5]","[13, 69, 36, 34, 29]",181,1061,5,12
1062,"[1, 2, 3, 4, 5]","[12, 61, 61, 25, 18]",177,1062,5,12
1063,"[1, 2, 3, 4, 5]","[75, 21, 82, 58, 45]",281,1063,5,12
1064,"[1, 2, 3, 4, 5]","[95, 62, 89, 44, 78]",368,1064,5,12
1065,"[1, 2, 3, 4, 5]","[68, 99, 92, 98, 69]",426,1065,5,12
1066,"[1, 2, 3, 4, 5]","[59, 17, 65, 35, 76]",252,1066,5,12
1067,"[1, 2, 3, 4, 5]","[96, 90, 74, 26, 56]",342,1067,5,12
1068,"[1, 2, 3, 4, 5]","[78, 98, 50, 45, 72]",343,1068,5,12
1069,"[1, 2, 3, 4, 5]","[18, 90, 47, 99, 69]",323,1069,5,12
1070,"[1, 2, 3, 4, 5]","[25, 55, 20, 60, 49]",209,1070,5,12
1071,"[1, 2, 3, 4, 5]","[49, 38, 81, 59, 75]",302,1071,5,13
1072,"[1, 2, 3, 4, 5]","[50, 18, 100, 88, 88]",344,1072,5,13
1073,"[1, 2, 3, 4, 5]","[62, 99, 76, 51, 20]",308,1073,5,13
1074,"[1, 2, 3, 4, 5]","[78, 31, 50, 92, 35]",286,1074,5,13
1075,"[1, 2, 3, 4, 5]","[91, 29, 69, 47, 90]",326,1075,5,13
1076,"[1, 2, 3, 4, 5]","[29, 91, 81, 80, 25]",306,1076,5,13
1077,"[1, 2, 3, 4, 5]","[91, 95, 80, 18, 28]",312,1077,5,13
1078,"[1, 2, 3, 4, 5]","[55, 53, 67, 55, 59]",289,1078,5,13
1079,"[1, 2, 3, 4, 5]","[43, 59, 22, 91, 44]",259,1079,5,13
1080,"[1, 2, 3, 4, 5]","[39, 23, 85, 96, 58]",301,1080,5,13
1081,"[1, 2, 3, 4, 5]","[70, 48, 52, 48, 77]",295,1081,5,14
1082,"[1, 2, 3, 4, 5]","[28, 19, 46, 28, 11]",132,1082,5,14
1083,"[1, 2, 3, 4, 5]","[71, 26, 92, 61, 17]",267,1083,5,14
1084,"[1, 2, 3, 4, 5]","[76, 53, 58, 10, 63]",260,1084,5,14
1085,"[1, 2, 3, 4, 5]","[22, 91, 87, 49, 100]",349,1085,5,14
1086,"[1, 2, 3, 4, 5]","[16, 77, 46, 13, 33]",185,1086,5,14
1087,"[1, 2, 3, 4, 5]","[46, 29, 70, 52, 64]",261,1087,5,14
1088,"[1, 2, 3, 4, 5]","[73, 30, 88, 10, 78]",279,1088,5,14
1089,"[1, 2, 3, 4, 5]","[98, 18, 64, 91, 21]",292,1089,5,14
1090,"[1, 2, 3, 4, 5]","[42, 41, 51, 95, 58]",287,1090,5,14
1091,"[1, 2, 3, 4, 5]","[19, 17, 46, 61, 90]",233,1091,5,15
1092,"[1, 2, 3, 4, 5]","[41, 27, 13, 89, 60]",230,1092,5,15
1093,"[1, 2, 3, 4, 5]","[43, 83, 100, 44, 48]",318,1093,5,15
1094,"[1, 2, 3, 4, 5]","[66, 71, 65, 48, 67]",317,1094,5,15
1095,"[1, 2, 3, 4, 5]","[46, 16, 49, 62, 52]",225,1095,5,15
1096,"[1, 2, 3, 4, 5]","[14, 36, 23, 89, 28]",190,1096,5,15
1097,"[1, 2, 3, 4, 5]","[64, 67, 49, 67, 13]",260,1097,5,15
1098,"[1, 2, 3, 4, 5]","[19, 85, 55, 84, 81]",324,1098,5,15
1099,"[1, 2, 3, 4, 5]","[63, 69, 27, 68, 38]",265,1099,5,15
1100,"[1, 2, 3, 4, 5]","[39, 29, 54, 22, 65]",209,1100,5,15
1101,"[1, 2, 3, 4, 5]","[60, 12, 51, 16, 62]",201,1101,5,16
1102,"[1, 2, 3, 4, 5]","[62, 33, 22, 55, 65]",237,1102,5,16
1103,"[1, 2, 3, 4, 5]","[49, 87, 62, 33, 10]",241,1103,5,16
1104,"[1, 2, 3, 4, 5]","[64, 20, 89, 22, 82]",277,1104,5,16
1105,"[1, 2, 3, 4, 5]","[31, 54, 55, 53, 26]",219,1105,5,16
1106,"[1, 2, 3, 4, 5]","[20, 22, 82, 25, 79]",228,1106,5,16
1107,"[1, 2, 3, 4, 5]","[43, 99, 84, 40, 90]",356,1107,5,16
1108,"[1, 2, 3, 4, 5]","[98, 32, 76, 57, 22]",285,1108,5,16
1109,"[1, 2, 3, 4, 5]","[13, 23, 29, 22, 26]",113,1109,5,16
1110,"[1, 2, 3, 4, 5]","[23, 54, 10, 70, 67]",224,1110,5,16
1111,"[1, 2, 3, 4, 5]","[18, 47, 14, 64, 76]",219,1111,5,17
1112,"[1, 2, 3, 4, 5]","[73, 65, 55, 42, 25]",260,1112,5,17
1113,"[1, 2, 3, 4, 5]","[100, 16, 53, 56, 78]",303,1113,5,17
1114,"[1, 2, 3, 4, 5]","[36, 58, 92, 47, 24]",257,1114,5,17
1115,"[1, 2, 3, 4, 5]","[56, 59, 11, 52, 44]",222,1115,5,17
1116,"[1, 2, 3, 4, 5]","[29, 60, 12, 95, 34]",230,1116,5,17
1117,"[1, 2, 3, 4, 5]","[85, 26, 13, 49, 49]",222,1117,5,17
1118,"[1, 2, 3, 4, 5]","[97, 61, 12, 78, 28]",276,1118,5,17
1119,"[1, 2, 3, 4, 5]","[70, 87, 31, 90, 50]",328,1119,5,17
1120,"[1, 2, 3, 4, 5]","[71, 46, 14, 91, 60]",282,1120,5,17
1121,"[1, 2, 3, 4, 5]","[54, 41, 55, 33, 16]",199,1121,5,18
1122,"[1, 2, 3, 4, 5]","[15, 80, 79, 96, 39]",309,1122,5,18
1123,"[1, 2, 3, 4, 5]","[80, 34, 31, 95, 13]",253,1123,5,18
1124,"[1, 2, 3, 4, 5]","[95, 58, 63, 48, 66]",330,1124,5,18
1125,"[1, 2, 3, 4, 5]","[63, 67, 71, 94, 51]",346,1125,5,18
1126,"[1, 2, 3, 4, 5]","[84, 19, 45, 50, 97]",295,1126,5,18
1127,"[1, 2, 3, 4, 5]","[91, 10, 88, 19, 66]",274,1127,5,18
1128,"[1, 2, 3, 4, 5]","[43, 49, 29, 40, 18]",179,1128,5,18
1129,"[1, 2, 3, 4, 5]","[53, 95, 63, 72, 29]",312,1129,5,18
1130,"[1, 2, 3, 4, 5]","[61, 41, 81, 33, 63]",279,1130,5,18
1131,"[1, 2, 3, 4, 5]","[62, 85, 70, 62, 14]",293,1131,5,19
1132,"[1, 2, 3, 4, 5]","[54, 23, 79, 27, 39]",222,1132,5,19
1133,"[1, 2, 3, 4, 5]","[89, 69, 61, 59, 48]",326,1133,5,19
1134,"[1, 2, 3, 4, 5]","[36, 63, 99, 61, 67]",326,1134,5,19
1135,"[1, 2, 3, 4, 5]","[61, 43, 90, 19, 88]",301,1135,5,19
1136,"[1, 2, 3, 4, 5]","[52, 53, 69, 15, 59]",248,1136,5,19
1137,"[1, 2, 3, 4, 5]","[89, 15, 97, 97, 63]",361,1137,5,19
1138,"[1, 2, 3, 4, 5]","[56, 57, 13, 93, 93]",312,1138,5,19
1139,"[1, 2, 3, 4, 5]","[34, 62, 75, 44, 81]",296,1139,5,19
1140,"[1, 2, 3, 4, 5]","[90, 89, 48, 47, 12]",286,1140,5,19
1141,"[1, 2, 3, 4, 5]","[42, 48, 74, 41, 59]",264,1141,5,20
1142,"[1, 2, 3, 4, 5]","[16, 53, 84, 13, 100]",266,1142,5,20
1143,"[1, 2, 3, 4, 5]","[31, 86, 62, 80, 36]",295,1143,5,20
1144,"[1, 2, 3, 4, 5]","[27, 83, 67, 17, 46]",240,1144,5,20
1145,"[1, 2, 3, 4, 5]","[33, 82, 45, 82, 59]",301,1145,5,20
1146,"[1, 2, 3, 4, 5]","[78, 15, 50, 12, 14]",169,1146,5,20
1147,"[1, 2, 3, 4, 5]","[40, 52, 40, 32, 35]",199,1147,5,20
1148,"[1, 2, 3, 4, 5]","[10, 27, 85, 69, 55]",246,1148,5,20
1149,"[1, 2, 3, 4, 5]","[67, 54, 23, 86, 31]",261,1149,5,20
1150,"[1, 2, 3, 4, 5]","[77, 10, 34, 59, 14]",194,1150,5,20
1151,"[1, 2, 3, 4, 5]","[32, 41, 28, 51, 22]",174,1151,5,21
1152,"[1, 2, 3, 4, 5]","[38, 42, 46, 96, 47]",269,1152,5,21
1153,"[1, 2, 3, 4, 5]","[100, 14, 50, 16, 100]",280,1153,5,21
1154,"[1, 2, 3, 4, 5]","[24, 73, 99, 33, 40]",269,1154,5,21
1155,"[1, 2, 3, 4, 5]","[43, 89, 42, 49, 67]",290,1155,5,21
1156,"[1, 2, 3, 4, 5]","[78, 21, 87, 72, 73]",331,1156,5,21
1157,"[1, 2, 3, 4, 5]","[63, 80, 47, 16, 22]",228,1157,5,21
1158,"[1, 2, 3, 4, 5]","[12, 73, 93, 84, 71]",333,1158,5,21
1159,"[1, 2, 3, 4, 5]","[10, 82, 26, 84, 29]",231,1159,5,21
1160,"[1, 2, 3, 4, 5]","[29, 82, 41, 42, 75]",269,1160,5,21
1161,"[1, 2, 3, 4, 5]","[92, 82, 28, 78, 22]",302,1161,5,22
1162,"[1, 2, 3, 4, 5]","[57, 18, 83, 89, 48]",295,1162,5,22
1163,"[1, 2, 3, 4, 5]","[23, 98, 19, 47, 40]",227,1163,5,22
1164,"[1, 2, 3, 4, 5]","[13, 98, 43, 89, 91]",334,1164,5,22
1165,"[1, 2, 3, 4, 5]","[82, 66, 99, 30, 99]",376,1165,5,22
1166,"[1, 2, 3, 4, 5]","[41, 37, 40, 83, 71]",272,1166,5,22
1167,"[1, 2, 3, 4, 5]","[12, 53, 83, 19, 90]",257,1167,5,22
1168,"[1, 2, 3, 4, 5]","[15, 15, 36, 48, 43]",157,1168,5,22
1169,"[1, 2, 3, 4, 5]","[58, 88, 17, 28, 60]",251,1169,5,22
1170,"[1, 2, 3, 4, 5]","[38, 86, 74, 66, 45]",309,1170,5,22
1171,"[1, 2, 3, 4, 5]","[53, 24, 58, 52, 24]",211,1171,5,23
1172,"[1, 2, 3, 4, 5]","[78, 71, 47, 70, 20]",286,1172,5,23
1173,"[1, 2, 3, 4, 5]","[75, 64, 13, 100, 27]",279,1173,5,23
1174,"[1, 2, 3, 4, 5]","[25, 67, 12, 92, 35]",231,1174,5,23
1175,"[1, 2, 3, 4, 5]","[87, 11, 96, 13, 12]",219,1175,5,23
1176,"[1, 2, 3, 4, 5]","[82, 52, 44, 33, 30]",241,1176,5,23
1177,"[1, 2, 3, 4, 5]","[21, 60, 52, 79, 42]",254,1177,5,23
1178,"[1, 2, 3, 4, 5]","[28, 25, 49, 16, 66]",184,1178,5,23
1179,"[1, 2, 3, 4, 5]","[45, 45, 31, 79, 44]",244,1179,5,23
1180,"[1, 2, 3, 4, 5]","[45, 88, 92, 33, 36]",294,1180,5,23
1181,"[1, 2, 3, 4, 5]","[26, 87, 75, 94, 13]",295,1181,5,24
1182,"[1, 2, 3, 4, 5]","[18, 30, 52, 30, 44]",174,1182,5,24
1183,"[1, 2, 3, 4, 5]","[92, 96, 68, 73, 58]",387,1183,5,24
1184,"[1, 2, 3, 4, 5]","[83, 11, 10, 15, 56]",175,1184,5,24
1185,"[1, 2, 3, 4, 5]","[77, 96, 53, 79, 88]",393,1185,5,24
1186,"[1, 2, 3, 4, 5]","[30, 22, 81, 11, 41]",185,1186,5,24
1187,"[1, 2, 3, 4, 5]","[72, 65, 60, 96, 58]",351,1187,5,24
1188,"[1, 2, 3, 4, 5]","[41, 10, 15, 91, 66]",223,1188,5,24
1189,"[1, 2, 3, 4, 5]","[93, 74, 71, 47, 88]",373,1189,5,24
1190,"[1, 2, 3, 4, 5]","[79, 19, 57, 10, 80]",245,1190,5,24
1191,"[1, 2, 3, 4, 5]","[17, 100, 17, 24, 96]",254,1191,5,25
1192,"[1, 2, 3, 4, 5]","[42, 87, 50, 63, 78]",320,1192,5,25
1193,"[1, 2, 3, 4, 5]","[14, 62, 82, 10, 39]",207,1193,5,25
1194,"[1, 2, 3, 4, 5]","[70, 70, 56, 77, 89]",362,1194,5,25
1195,"[1, 2, 3, 4, 5]","[76, 96, 42, 59, 99]",372,1195,5,25
1196,"[1, 2, 3, 4, 5]","[50, 64, 31, 41, 78]",264,1196,5,25
1197,"[1, 2, 3, 4, 5]","[94, 84, 91, 40, 82]",391,1197,5,25
1198,"[1, 2, 3, 4, 5]","[46, 34, 38, 21, 90]",229,1198,5,25
1199,"[1, 2, 3, 4, 5]","[52, 25, 19, 43, 17]",156,1199,5,25
1200,"[1, 2, 3, 4, 5]","[73, 35, 25, 87, 58]",278,1200,5,25
1201,"[1, 2, 3, 4, 5]","[94, 70, 91, 87, 20]",362,1201,6,1
1202,"[1, 2, 3, 4, 5]","[19, 81, 51, 89, 27]",267,1202,6,1
1203,"[1, 2, 3, 4, 5]","[81, 37, 62, 97, 73]",350,1203,6,1
1204,"[1, 2, 3, 4, 5]","[100, 39, 86, 95, 100]",420,1204,6,1
1205,"[1, 2, 3, 4, 5]","[80, 16, 94, 100, 39]",329,1205,6,1
1206,"[1, 2, 3, 4, 5]","[35, 76, 66, 98, 63]",338,1206,6,1
1207,"[1, 2, 3, 4, 5]","[69, 47, 90, 64, 47]",317,1207,6,1
1208,"[1, 2, 3, 4, 5]","[87, 86, 12, 52, 60]",297,1208,6,1
1209,"[1, 2, 3, 4, 5]","[47, 97, 55, 22, 23]",244,1209,6,1
1210,"[1, 2, 3, 4, 5]","[99, 40, 97, 31, 29]",296,1210,6,1
1211,"[1, 2, 3, 4, 5]","[57, 23, 30, 48, 100]",258,1211,6,2
1212,"[1, 2, 3, 4, 5]","[53, 28, 61, 88, 57]",287,1212,6,2
1213,"[1, 2, 3, 4, 5]","[24, 87, 51, 17, 78]",257,1213,6,2
1214,"[1, 2, 3, 4, 5]","[39, 10, 16, 94, 69]",228,1214,6,2
1215,"[1, 2, 3, 4, 5]","[93, 80, 63, 64, 32]",332,1215,6,2
1216,"[1, 2, 3, 4, 5]","[14, 64, 74, 53, 28]",233,1216,6,2
1217,"[1, 2, 3, 4, 5]","[98, 45, 87, 18, 50]",298,1217,6,2
1218,"[1, 2, 3, 4, 5]","[66, 71, 61, 77, 11]",286,1218,6,2
1219,"[1, 2, 3, 4, 5]","[32, 26, 10, 18, 39]",125,1219,6,2
1220,"[1, 2, 3, 4, 5]","[74, 12, 71, 47, 31]",235,1220,6,2
1221,"[1, 2, 3, 4, 5]","[16, 17, 33, 70, 54]",190,1221,6,3
1222,"[1, 2, 3, 4, 5]","[70, 44, 80, 60, 27]",281,1222,6,3
1223,"[1, 2, 3, 4, 5]","[49, 30, 26, 14, 12]",131,1223,6,3
1224,"[1, 2, 3, 4, 5]","[82, 69, 77, 96, 100]",424,1224,6,3
1225,"[1, 2, 3, 4, 5]","[70, 61, 20, 25, 24]",200,1225,6,3
1226,"[1, 2, 3, 4, 5]","[30, 58, 57, 87, 80]",312,1226,6,3
1227,"[1, 2, 3, 4, 5]","[14, 19, 86, 28, 18]",165,1227,6,3
1228,"[1, 2, 3, 4, 5]","[85, 57, 63, 81, 11]",297,1228,6,3
1229,"[1, 2, 3, 4, 5]","[91, 39, 79, 56, 44]",309,1229,6,3
1230,"[1, 2, 3, 4, 5]","[25, 86, 13, 27, 69]",220,1230,6,3
1231,"[1, 2, 3, 4, 5]","[42, 23, 87, 38, 82]",272,1231,6,4
1232,"[1, 2, 3, 4, 5]","[11, 66, 64, 67, 81]",289,1232,6,4
1233,"[1, 2, 3, 4, 5]","[46, 36, 58, 27, 96]",263,1233,6,4
1234,"[1, 2, 3, 4, 5]","[59, 14, 51, 44, 20]",188,1234,6,4
1235,"[1, 2, 3, 4, 5]","[23, 88, 16, 20, 24]",171,1235,6,4
1236,"[1, 2, 3, 4, 5]","[60, 48, 27, 17, 73]",225,1236,6,4
1237,"[1, 2, 3, 4, 5]","[23, 43, 94, 90, 20]",270,1237,6,4
1238,"[1, 2, 3, 4, 5]","[36, 72, 87, 99, 98]",392,1238,6,4
1239,"[1, 2, 3, 4, 5]","[39, 59, 65, 30, 52]",245,1239,6,4
1240,"[1, 2, 3, 4, 5]","[39, 69, 100, 58, 31]",297,1240,6,4
1241,"[1, 2, 3, 4, 5]","[56, 35, 73, 63, 56]",283,1241,6,5
1242,"[1, 2, 3, 4, 5]","[65, 75, 23, 85, 57]",305,1242,6,5
1243,"[1, 2, 3, 4, 5]","[35, 88, 89, 31, 10]",253,1243,6,5
1244,"[1, 2, 3, 4, 5]","[22, 56, 52, 18, 14]",162,1244,6,5
1245,"[1, 2, 3, 4, 5]","[30, 74, 70, 10, 82]",266,1245,6,5
1246,"[1, 2, 3, 4, 5]","[41, 58, 94, 88, 87]",368,1246,6,5
1247,"[1, 2, 3, 4, 5]","[85, 100, 30, 24, 48]",287,1247,6,5
1248,"[1, 2, 3, 4, 5]","[90, 98, 33, 75, 63]",359,1248,6,5
1249,"[1, 2, 3, 4, 5]","[85, 85, 78, 89, 60]",397,1249,6,5
1250,"[1, 2, 3, 4, 5]","[44, 47, 18, 86, 63]",258,1250,6,5
1251,"[1, 2, 3, 4, 5]","[56, 62, 70, 27, 11]",226,1251,6,6
1252,"[1, 2, 3, 4, 5]","[18, 57, 98, 81, 66]",320,1252,6,6
1253,"[1, 2, 3, 4, 5]","[77, 28, 87, 37, 92]",321,1253,6,6
1254,"[1, 2, 3, 4, 5]","[87, 70, 58, 38, 24]",277,1254,6,6
1255,"[1, 2, 3, 4, 5]","[11, 99, 17, 49, 42]",218,1255,6,6
1256,"[1, 2, 3, 4, 5]","[100, 48, 54, 46, 81]",329,1256,6,6
1257,"[1, 2, 3, 4, 5]","[42, 52, 36, 58, 39]",227,1257,6,6
1258,"[1, 2, 3, 4, 5]","[71, 85, 45, 90, 63]",354,1258,6,6
1259,"[1, 2, 3, 4, 5]","[96, 82, 54, 65, 44]",341,1259,6,6
1260,"[1, 2, 3, 4, 5]","[14, 61, 35, 81, 56]",247,1260,6,6
1261,"[1, 2, 3, 4, 5]","[72, 55, 13, 24, 83]",247,1261,6,7
1262,"[1, 2, 3, 4, 5]","[94, 71, 17, 28, 76]",286,1262,6,7
1263,"[1, 2, 3, 4, 5]","[12, 100, 77, 100, 77]",366,1263,6,7
1264,"[1, 2, 3, 4, 5]","[88, 59, 49, 23, 85]",304,1264,6,7
1265,"[1, 2, 3, 4, 5]","[82, 84, 30, 39, 11]",246,1265,6,7
1266,"[1, 2, 3, 4, 5]","[24, 65, 21, 93, 90]",293,1266,6,7
1267,"[1, 2, 3, 4, 5]","[86, 72, 59, 89, 22]",328,1267,6,7
1268,"[1, 2, 3, 4, 5]","[16, 85, 41, 14, 15]",171,1268,6,7
1269,"[1, 2, 3, 4, 5]","[78, 68, 67, 83, 61]",357,1269,6,7
1270,"[1, 2, 3, 4, 5]","[91, 40, 64, 38, 14]",247,1270,6,7
1271,"[1, 2, 3, 4, 5]","[98, 24, 96, 66, 54]",338,1271,6,9
1272,"[1, 2, 3, 4, 5]","[20, 65, 67, 88, 92]",332,1272,6,9
1273,"[1, 2, 3, 4, 5]","[15, 85, 37, 87, 20]",244,1273,6,9
1274,"[1, 2, 3, 4, 5]","[80, 81, 37, 80, 12]",290,1274,6,9
1275,"[1, 2, 3, 4, 5]","[69, 66, 34, 75, 49]",293,1275,6,9
1276,"[1, 2, 3, 4, 5]","[70, 71, 79, 40, 93]",353,1276,6,9
1277,"[1, 2, 3, 4, 5]","[98, 39, 86, 40, 66]",329,1277,6,9
1278,"[1, 2, 3, 4, 5]","[87, 71, 43, 90, 89]",380,1278,6,9
1279,"[1, 2, 3, 4, 5]","[78, 36, 23, 66, 49]",252,1279,6,9
1280,"[1, 2, 3, 4, 5]","[15, 14, 44, 82, 52]",207,1280,6,9
1281,"[1, 2, 3, 4, 5]","[82, 89, 65, 45, 73]",354,1281,6,10
1282,"[1, 2, 3, 4, 5]","[19, 60, 46, 78, 11]",214,1282,6,10
